name,address_line_1,city,state,zipcode,phone,email,website,hours
New Angelatown Clinic,41755 Lisa Hill Apt. 129,New Angelatown,SD,70606,5624974565,henryrichard@example.org,https://glover-davenport.com/,"Mo - Fr 9:00 - 17:00, Sa - Su Closed"
Sarahport Group,4591 Mccarthy Burg,Sarahport,NJ,02013,2259343980,andersonsusan@example.com,https://www.martinez-knight.com/,Mo - Su 10:00 - 16:00
East Timothy Medical Clinic,4236 Clinton Islands Apt. 957,East Timothy,MH,35212,9481016725,smithjessica@example.net,https://scott.com/,"Mo - Fr 9:00 - 19:00, Sa - Su Closed"
Robertfurt Group,00803 Robert Squares,Robertfurt,PA,97374,4683103210,brittanyrussell@example.org,http://www.mejia.com/,"Mo - Fr 8:00 - 17:00, Sa - Su Closed"
Port Katherine Medical Clinic,5382 Jason Mission,Port Katherine,MD,93030,3485876831,huntmark@example.com,https://www.smith.com/,Mo - Su 8:00 - 19:00
Port Katherinechester Memorial Hospital,04879 Williams Plaza,Port Katherinechester,CO,71604,5538238778,erik12@example.net,http://sanchez.biz/,Mo - Su 9:00 - 19:00
Deleonborough Clinic,4842 David Circle,Deleonborough,CA,41363,8721394367,jamesjensen@example.net,http://carrillo-walters.com/,Mo - Su 8:00 - 16:00
Bryanthaven University Medical Group,035 Coleman Well,Bryanthaven,VI,32951,6566740706,georgecross@example.net,https://weber.info/,Mo - Su 8:00 - 16:00
Tatefort University Medical Group,390 Rose Square Suite 713,Tatefort,OR,57057,8625884847,barry29@example.net,https://www.dominguez.net/,Mo - Su 8:00 - 17:00
Lake Candace University Medical Group,26733 Morales Street Suite 840,Lake Candace,PR,04766,3388452489,ueaton@example.org,http://www.gutierrez.com/,"Mo - Fr 7:00 - 19:00, Sa - Su Closed"
South Cheryl Memorial Hospital,870 Jackson Junction Suite 263,South Cheryl,WI,78847,7569665368,ruthgray@example.com,http://lindsey.com/,Mo - Su 9:00 - 19:00
North Jordan Medical Clinic,04112 Mary Dale Apt. 408,North Jordan,IA,29309,2029178829,karen67@example.net,https://walter.com/,Mo - Su 10:00 - 18:00
Berryburgh Medical,04218 Richard Plain Suite 682,Berryburgh,AL,45566,5240962693,daviscynthia@example.net,https://morgan.net/,Mo - Su 9:00 - 19:00
Whiteland Memorial Hospital,288 Julie Vista,Whiteland,CO,23569,7016680951,burnettjerry@example.net,https://rios-velazquez.info/,"Mo - Fr 9:00 - 16:00, Sa - Su Closed"
South Shannonfurt Memorial Hospital,4295 Garcia Lake,South Shannonfurt,TX,48496,1049828953,matthewpayne@example.net,http://www.phelps-lopez.biz/,"Mo - Fr 9:00 - 18:00, Sa - Su Closed"
Lake Nicholas University Medical Group,7626 Matthew Avenue,Lake Nicholas,NY,90641,7092696967,christina78@example.net,http://allen-jensen.com/,Mo - Su 7:00 - 16:00
Clarkstad Medical,851 Angel Rapids,Clarkstad,MT,66371,9118539890,sydney15@example.org,https://www.tapia-blair.org/,Mo - Su 7:00 - 16:00
Port Kylie Medical,883 Brown Forest,Port Kylie,PR,77219,9167213826,zcontreras@example.com,https://www.soto-cruz.com/,Mo - Su 10:00 - 18:00
Lake Angela Health Center,61161 Orr Cliff Suite 675,Lake Angela,VA,61414,7461675045,drodriguez@example.com,http://williams-edwards.biz/,Mo - Su 9:00 - 16:00
Port Jessica Clinic,2962 Ritter Points,Port Jessica,WA,63592,1628785265,ohanson@example.com,https://www.carrillo-lopez.com/,Mo - Su 9:00 - 17:00
West Jennifermouth Clinic,728 Harmon Crossroad Suite 212,West Jennifermouth,MT,83839,9233217123,estone@example.net,https://dunn.info/,Mo - Su 8:00 - 17:00
New Jamesside Medical Clinic,32047 Rush Lock Apt. 404,New Jamesside,DC,58016,2115789806,courtneyclark@example.org,http://www.delgado.biz/,"Mo - Fr 9:00 - 18:00, Sa - Su Closed"
Brownstad Medical Clinic,738 Betty Lane Suite 646,Brownstad,IL,45931,5207167279,ochoaelizabeth@example.com,http://lopez.com/,"Mo - Fr 10:00 - 18:00, Sa - Su Closed"
Rodneyview Group,9920 Jessica Mountain,Rodneyview,VT,78179,1890032645,vbaldwin@example.net,https://malone-gomez.org/,Mo - Su 8:00 - 18:00
South Carl Medical Center,301 Miller Skyway Suite 462,South Carl,OR,55638,8309600608,derrickbond@example.net,http://www.miles.com/,"Mo - Fr 8:00 - 17:00, Sa - Su Closed"
South Madison Clinic,8143 Carey Plains,South Madison,VI,14017,1108714868,dannyhendricks@example.org,https://cunningham.com/,"Mo - Fr 8:00 - 17:00, Sa - Su Closed"
South Andrea Medical Center,58245 Oliver River,South Andrea,LA,92971,6992147001,newmanaustin@example.org,https://levine.com/,"Mo - Fr 9:00 - 16:00, Sa - Su Closed"
West Joshua Medical Center,655 Diaz Extension,West Joshua,NH,47500,8909934135,petermoreno@example.net,http://www.hodges.com/,Mo - Su 8:00 - 17:00
North Davidhaven Medical,24123 Anna Radial Suite 977,North Davidhaven,NY,59764,6876068354,kmelendez@example.net,https://www.shepard.com/,Mo - Su 10:00 - 16:00
Sarahchester Medical,511 Casey Station,Sarahchester,SD,93798,9234198664,brent64@example.com,http://www.moore-reynolds.com/,Mo - Su 9:00 - 18:00
Scottside Medical,036 Tony Lake Apt. 852,Scottside,DC,95428,8676126407,richard60@example.net,https://www.cox.com/,"Mo - Fr 8:00 - 19:00, Sa - Su Closed"
Barryshire Clinic,529 Briggs Lake,Barryshire,ME,86170,4803982167,geraldjacobs@example.org,http://ponce-li.com/,"Mo - Fr 7:00 - 19:00, Sa - Su Closed"
Julieberg University Medical Group,82892 Black Plains,Julieberg,OK,03382,9143478613,obrown@example.org,http://hale-watson.net/,"Mo - Fr 7:00 - 19:00, Sa - Su Closed"
West Jesseshire Medical,3941 Jessica Camp,West Jesseshire,WV,94373,6242205206,bruce80@example.com,https://tran-jones.com/,"Mo - Fr 7:00 - 18:00, Sa - Su Closed"
North Leslie Medical Center,80407 Clark Park,North Leslie,MA,69218,8025509225,gainestammy@example.org,http://trujillo.com/,"Mo - Fr 7:00 - 18:00, Sa - Su Closed"
Lake Lisa Medical Center,967 Sarah Plains,Lake Lisa,SC,38121,7022927507,jgarcia@example.org,http://simpson.org/,Mo - Su 7:00 - 17:00
New Katie Memorial Hospital,23437 Paul Corner,New Katie,UT,39013,1640439947,mcphersonchristopher@example.org,http://www.fernandez.com/,Mo - Su 9:00 - 19:00
East Belinda Health,43833 Franklin Crest Suite 462,East Belinda,KY,17258,2020726336,vmoore@example.net,http://www.martin.com/,"Mo - Fr 9:00 - 17:00, Sa - Su Closed"
North Alanmouth Health,820 Olson Trafficway,North Alanmouth,VT,71262,2865626331,blake50@example.com,https://thornton.com/,Mo - Su 9:00 - 19:00
North Jenniferbury Medical Clinic,51319 Hannah Land,North Jenniferbury,VI,20006,9353380458,johnsonlaura@example.net,https://petty.biz/,Mo - Su 7:00 - 19:00
North Johnnyport Medical Clinic,5520 Long Groves,North Johnnyport,MO,26797,6611814188,stevenkelly@example.org,http://www.mitchell.com/,Mo - Su 9:00 - 18:00
Crawfordbury Group,1105 Moran Expressway Suite 147,Crawfordbury,AL,10413,4160702835,johnthomas@example.org,http://white-lewis.com/,Mo - Su 7:00 - 19:00
North Sheryl Memorial Hospital,61335 Brenda Locks,North Sheryl,NV,28843,8426406397,aprildennis@example.net,https://green.com/,"Mo - Fr 10:00 - 16:00, Sa - Su Closed"
Port Kevin Medical,1378 Jordan Walks,Port Kevin,MO,01757,4118580789,changfelicia@example.com,https://johnson.org/,Mo - Su 7:00 - 17:00
Thomasland Clinic,89126 Roberts Oval Suite 842,Thomasland,VA,22926,3238498094,michelewilliams@example.com,http://www.wagner.com/,"Mo - Fr 10:00 - 18:00, Sa - Su Closed"
Marymouth Group,35648 Brittney Pike Apt. 978,Marymouth,IA,90198,5984823922,jbell@example.net,http://cox.info/,Mo - Su 7:00 - 16:00
Michaelberg Medical Clinic,479 Scott Place,Michaelberg,ID,75207,1802555246,deanbarbara@example.net,https://miller.com/,Mo - Su 10:00 - 17:00
North Judystad Health,261 Jason Ville,North Judystad,MI,08767,9480142258,cynthiastokes@example.org,http://www.smith-finley.net/,Mo - Su 8:00 - 16:00
Erinview Medical Center,145 Elizabeth Landing Apt. 639,Erinview,AK,61742,1376196215,lori79@example.com,http://www.stevenson.net/,"Mo - Fr 9:00 - 17:00, Sa - Su Closed"
Michelleport Medical,2818 Roberts Court,Michelleport,MA,49446,4306708735,vrichards@example.net,http://lamb-davis.net/,"Mo - Fr 7:00 - 19:00, Sa - Su Closed"
Nathanielmouth Health,82802 Donna Streets Suite 818,Nathanielmouth,OR,88914,6324083030,ggonzales@example.net,http://lopez.com/,Mo - Su 7:00 - 17:00
Kylemouth University Medical Group,56552 Emma Walk,Kylemouth,NM,67450,9088642220,stewarttodd@example.org,https://johnson-mason.biz/,Mo - Su 9:00 - 19:00
Kelleyshire Health,5862 Anderson Center Apt. 770,Kelleyshire,NE,74902,6221509324,pfischer@example.com,http://www.hernandez-nelson.info/,"Mo - Fr 10:00 - 16:00, Sa - Su Closed"
Salazarport University Medical Group,70975 Franklin Road Apt. 941,Salazarport,NJ,69865,4972234240,erika13@example.net,http://stewart.com/,Mo - Su 7:00 - 18:00
North Pam Group,26940 Kerr Shore,North Pam,AK,98339,5553486153,coreymartinez@example.net,http://smith.org/,Mo - Su 9:00 - 16:00
Ayalaville Health Center,659 Nathan Grove Suite 074,Ayalaville,PR,50299,9492144974,jennifer45@example.com,https://www.foster.info/,Mo - Su 8:00 - 19:00
West Teresaton Group,71106 Jeremy Wall Apt. 115,West Teresaton,AS,52464,2467366275,monica85@example.org,http://www.washington-schwartz.info/,"Mo - Fr 8:00 - 17:00, Sa - Su Closed"
South Justinton Medical,8281 Jessica Wall Suite 049,South Justinton,OK,43851,9382611080,jason18@example.org,https://www.richardson.com/,Mo - Su 10:00 - 19:00
Zacharyview University Medical Group,011 Evans Point,Zacharyview,RI,96229,6096630504,henrycooper@example.org,http://chandler-vasquez.biz/,"Mo - Fr 10:00 - 17:00, Sa - Su Closed"
Sharonland Health Center,815 Roberts Forest,Sharonland,SD,93214,2596740736,sean48@example.net,https://www.reese.com/,Mo - Su 9:00 - 19:00
East Kristy Medical,7253 Jacob Ridges,East Kristy,KS,18012,4466097869,rjones@example.net,https://www.davis.com/,Mo - Su 8:00 - 16:00
Coryfurt Health,328 Ortiz Falls,Coryfurt,AZ,05648,4067569262,washingtonamanda@example.com,http://diaz.com/,"Mo - Fr 7:00 - 19:00, Sa - Su Closed"
South Camerontown Medical Center,319 Philip Plaza,South Camerontown,WI,73940,7758039530,ndeleon@example.com,http://ryan.com/,Mo - Su 10:00 - 16:00
North Cynthia Group,676 Linda Parks Suite 093,North Cynthia,MH,17015,7480726838,vbaker@example.net,http://www.murphy.com/,"Mo - Fr 10:00 - 19:00, Sa - Su Closed"
Aprilberg Health Center,481 Barrera Meadow,Aprilberg,WA,75275,5711146845,madisonpark@example.org,https://rowland.biz/,Mo - Su 9:00 - 16:00
Port Melissa Health,61983 Jessica Course,Port Melissa,CT,85549,4290102103,owilliams@example.com,http://mccoy-campbell.org/,"Mo - Fr 10:00 - 16:00, Sa - Su Closed"
North Daisystad Health Center,445 James Hills,North Daisystad,TN,60257,1807545248,jbowers@example.com,http://www.cummings-lane.com/,"Mo - Fr 9:00 - 19:00, Sa - Su Closed"
East Coreymouth Medical,4358 Wilkins Mews Suite 085,East Coreymouth,UT,99944,6426865469,xhays@example.com,http://wells-reed.com/,"Mo - Fr 9:00 - 19:00, Sa - Su Closed"
Port Carolyn Medical,837 Stephanie Hollow Suite 148,Port Carolyn,NE,79934,2652695757,stacydoyle@example.org,https://www.ward.com/,Mo - Su 9:00 - 19:00
East Valerie Group,7038 Amber Parkway,East Valerie,UT,99773,4523515705,ryankaiser@example.net,https://www.brewer.com/,Mo - Su 7:00 - 17:00
Sarahhaven Clinic,705 Wolfe Drive,Sarahhaven,NJ,13869,1373658171,sandraharris@example.net,https://www.martinez-martinez.com/,Mo - Su 8:00 - 18:00
Harperfort Group,6954 Flores Overpass Suite 158,Harperfort,RI,98190,7657615856,smithkenneth@example.com,https://www.butler.com/,"Mo - Fr 10:00 - 16:00, Sa - Su Closed"
Henrymouth Group,2509 Mary Junction,Henrymouth,AS,08090,4917256775,miguelmontgomery@example.com,http://www.mata.org/,Mo - Su 8:00 - 18:00
Port Jenniferchester Medical Center,8498 Rangel Run,Port Jenniferchester,LA,67326,3196790124,davidsantos@example.com,https://arroyo.com/,Mo - Su 10:00 - 18:00
West Ryan Health,72094 Monica Drive,West Ryan,SD,77908,2503644522,johnstonlogan@example.com,http://wilcox-tate.org/,"Mo - Fr 7:00 - 18:00, Sa - Su Closed"
Johnsonview Group,0399 Christopher Turnpike,Johnsonview,AZ,12459,7473655488,james38@example.net,https://koch.com/,Mo - Su 7:00 - 16:00
Lake Markfurt Health Center,340 Benson Estate Suite 334,Lake Markfurt,CT,84875,6826433656,cruzteresa@example.com,https://www.olsen.com/,Mo - Su 7:00 - 18:00
Parrishfurt Group,56292 Jeff Burgs Suite 704,Parrishfurt,GA,79563,4713285347,rwells@example.com,https://www.gonzalez-white.com/,Mo - Su 8:00 - 16:00
Port Jamesville Medical Clinic,8634 Porter Lane Apt. 978,Port Jamesville,WV,29449,7028229956,angela19@example.net,http://austin-cummings.com/,"Mo - Fr 7:00 - 16:00, Sa - Su Closed"
Port Jefferyfort Medical Clinic,9262 Derrick Mills Suite 491,Port Jefferyfort,UT,33913,9082009215,rmcintyre@example.com,http://www.bauer.com/,"Mo - Fr 8:00 - 18:00, Sa - Su Closed"
Farleychester Memorial Hospital,4000 Connor Viaduct Apt. 251,Farleychester,NV,86022,1460466718,cperry@example.net,https://www.greene.com/,Mo - Su 7:00 - 19:00
Lake Matthew Medical Clinic,7205 Gonzalez Estate,Lake Matthew,MP,64798,3546494544,johnsonmatthew@example.net,https://www.rodriguez-willis.com/,Mo - Su 10:00 - 19:00
Jaymouth Medical Center,2947 Sarah Roads Apt. 887,Jaymouth,AR,06593,8011515132,autumn11@example.net,http://lamb.net/,"Mo - Fr 8:00 - 18:00, Sa - Su Closed"
Pereztown Clinic,4195 Norman Light,Pereztown,CA,04998,7553202827,popeelizabeth@example.org,https://www.hayden.org/,Mo - Su 10:00 - 19:00
West Michael Medical Center,83860 Samantha Canyon,West Michael,LA,55548,3252812873,milesalejandro@example.net,https://scott-moore.com/,"Mo - Fr 9:00 - 18:00, Sa - Su Closed"
Simonstad Health Center,9084 Carpenter Dam,Simonstad,HI,20498,5557804900,tanderson@example.net,http://allen.com/,Mo - Su 10:00 - 18:00
Christinaborough Memorial Hospital,59507 James Canyon Apt. 961,Christinaborough,CA,08262,6057693176,martinjon@example.com,https://www.brady.com/,"Mo - Fr 8:00 - 17:00, Sa - Su Closed"
North Andreahaven Medical,0055 Perkins Extension Suite 835,North Andreahaven,ME,99827,8982951860,robert35@example.net,http://waller-ortega.net/,"Mo - Fr 8:00 - 17:00, Sa - Su Closed"
Ruizstad Medical Clinic,14185 Jeffrey Stravenue,Ruizstad,WV,42949,1983550154,fergusonamanda@example.net,https://www.brown-fischer.com/,Mo - Su 7:00 - 17:00
Lake George Health,53991 Ethan Common,Lake George,PR,97747,9758614670,whitneymark@example.com,http://spencer.biz/,"Mo - Fr 10:00 - 19:00, Sa - Su Closed"
Lake Ashleyview Group,9790 Chandler Ridge Apt. 137,Lake Ashleyview,NY,86867,4713231384,nperry@example.com,https://www.jarvis.com/,"Mo - Fr 10:00 - 16:00, Sa - Su Closed"
Lopezside Health Center,094 Shelton Key,Lopezside,MP,43149,3758953931,kimberly80@example.net,https://vargas.com/,Mo - Su 10:00 - 18:00
Kingview Medical Clinic,75457 Jones Mews,Kingview,VT,24009,3846475764,aliciadavenport@example.com,http://www.fuller.biz/,Mo - Su 8:00 - 18:00
Bowmanstad Medical Center,36781 Avila Neck,Bowmanstad,NE,64693,4551495348,nsnyder@example.com,http://williams-wells.com/,"Mo - Fr 9:00 - 16:00, Sa - Su Closed"
Bobfort Health Center,33282 Miller Village Apt. 895,Bobfort,RI,81604,4083128351,rmoore@example.com,http://www.osborne.net/,"Mo - Fr 7:00 - 19:00, Sa - Su Closed"
East Stacey Health,938 Brown Branch,East Stacey,WI,44771,3613779940,tammymorris@example.com,https://randolph-bowen.biz/,"Mo - Fr 10:00 - 16:00, Sa - Su Closed"
West Leslie Medical Clinic,2580 Fisher Row,West Leslie,KY,26102,3246728403,patricia39@example.org,http://underwood.biz/,Mo - Su 7:00 - 18:00
Lake Christopher Group,400 Garcia Corner Suite 247,Lake Christopher,AS,56327,8342741438,andersoneric@example.net,http://meyers.com/,"Mo - Fr 10:00 - 16:00, Sa - Su Closed"
East Mariafort Group,11914 Kristin Mall Suite 918,East Mariafort,WA,14720,7660205601,michellejones@example.net,https://www.turner.com/,"Mo - Fr 7:00 - 18:00, Sa - Su Closed"
New Alexandrabury Memorial Hospital,6509 Berry Heights Suite 350,New Alexandrabury,AS,07362,2438785413,laradavid@example.com,http://chan.com/,Mo - Su 7:00 - 18:00
Valeriemouth Medical,4266 Alison Station,Valeriemouth,NY,77929,2065638089,bonniecordova@example.com,http://armstrong.com/,"Mo - Fr 9:00 - 19:00, Sa - Su Closed"
Mitchellberg Memorial Hospital,89527 Angela Island Suite 015,Mitchellberg,RI,88795,3278925471,herringjames@example.com,http://www.king-ramirez.com/,Mo - Su 7:00 - 19:00
Lake Travisland University Medical Group,2797 Erin Station Suite 983,Lake Travisland,OK,33921,7540931906,brendafranco@example.com,https://young.info/,"Mo - Fr 7:00 - 19:00, Sa - Su Closed"
Haysland Health,9549 Moreno Street Suite 029,Haysland,LA,65432,3259534263,abates@example.net,https://www.bryan-ortiz.org/,"Mo - Fr 7:00 - 19:00, Sa - Su Closed"
Phillipsmouth Clinic,5310 Williams Run,Phillipsmouth,TX,29623,7605465147,pamela38@example.com,https://www.lester.com/,"Mo - Fr 8:00 - 16:00, Sa - Su Closed"
Marissastad Health,157 Klein Well,Marissastad,CO,41969,5941178954,hthompson@example.net,http://www.williams.com/,"Mo - Fr 7:00 - 18:00, Sa - Su Closed"
Alvaradoville Medical,88635 Anthony Road,Alvaradoville,CT,34759,9567303264,smithamanda@example.net,http://www.brown.net/,Mo - Su 9:00 - 19:00
West Benjamin Medical Center,987 Katelyn Park Suite 770,West Benjamin,WY,85495,2718921042,geraldmontoya@example.com,https://sanders-norris.net/,"Mo - Fr 10:00 - 18:00, Sa - Su Closed"
Martinview Medical Clinic,993 Dawson Squares Apt. 441,Martinview,NY,99708,9549449048,arroyogregory@example.org,https://www.goodman.biz/,Mo - Su 7:00 - 16:00
Rhodeshaven Clinic,32082 Adrian Forks,Rhodeshaven,ME,09973,7702953133,matthewleonard@example.com,https://www.jackson.com/,"Mo - Fr 8:00 - 17:00, Sa - Su Closed"
Amyhaven Health Center,6781 Sara Spur,Amyhaven,UT,04980,9353693817,elizabethcooper@example.com,http://www.riley.net/,"Mo - Fr 7:00 - 17:00, Sa - Su Closed"
New Cynthia Group,8120 Michelle Extensions Suite 144,New Cynthia,LA,88597,9503765289,patriciathompson@example.com,https://www.clayton.com/,"Mo - Fr 8:00 - 16:00, Sa - Su Closed"
New Todd Group,02033 Hall Trace,New Todd,GU,33292,6938495561,carlhicks@example.net,http://english.com/,"Mo - Fr 7:00 - 18:00, Sa - Su Closed"
Sandovalbury Clinic,6352 Cook Alley,Sandovalbury,DC,02548,5540609321,hollowaytaylor@example.org,https://www.pope-cox.com/,Mo - Su 9:00 - 16:00
Klineville Medical,431 Kaitlyn Prairie Apt. 918,Klineville,MS,70996,1601665460,burnettphilip@example.com,https://roberts.com/,"Mo - Fr 9:00 - 18:00, Sa - Su Closed"
Adamschester Clinic,28052 Martin Club,Adamschester,IN,92266,9096785527,melinda92@example.com,https://www.dixon.com/,Mo - Su 10:00 - 17:00
Booneburgh Memorial Hospital,1748 Sanders Way,Booneburgh,SC,84541,3346688942,grodriguez@example.com,https://yu.org/,"Mo - Fr 8:00 - 18:00, Sa - Su Closed"
Lake Andreaville Medical Center,202 Harvey Prairie,Lake Andreaville,AL,30707,7527666564,cking@example.com,http://bell-weaver.info/,Mo - Su 7:00 - 16:00
New April Health,365 Nichols Square,New April,WY,28068,9303545421,christopherlester@example.com,http://moore.com/,Mo - Su 10:00 - 19:00
Lake Nichole University Medical Group,71899 Brandon Fall Suite 110,Lake Nichole,WI,63226,6237364981,jeremy61@example.com,https://www.wallace.org/,"Mo - Fr 8:00 - 16:00, Sa - Su Closed"
Port Davidville Medical Center,234 Skinner Plain,Port Davidville,AL,13751,5866728194,natasha72@example.com,https://www.davis-jenkins.org/,"Mo - Fr 7:00 - 19:00, Sa - Su Closed"
Washingtonland Health,33956 Ramos Plaza Apt. 812,Washingtonland,NJ,02450,4850030172,travis62@example.org,https://www.andrade-greene.com/,"Mo - Fr 9:00 - 16:00, Sa - Su Closed"
East Amanda Medical Clinic,0585 Brandt Wall,East Amanda,KS,68888,1584935823,kellerrebecca@example.org,https://guzman.net/,Mo - Su 9:00 - 18:00
Williamshaven University Medical Group,92152 Tanya Coves Apt. 964,Williamshaven,MI,28346,6405293872,mosesbrian@example.net,http://www.rodriguez-knight.com/,Mo - Su 7:00 - 19:00
Mayerton Health,73799 Cummings Forest,Mayerton,RI,87680,3922830985,kim73@example.net,http://alvarado-murray.com/,Mo - Su 9:00 - 16:00
Floresport Medical Center,7776 Anna River,Floresport,NH,02520,2184202926,michellepatterson@example.com,https://barrett-briggs.com/,"Mo - Fr 7:00 - 19:00, Sa - Su Closed"
South Kathryn Health,358 Mckee Landing Suite 228,South Kathryn,AL,91036,7634044498,vicki53@example.net,https://hernandez-green.com/,"Mo - Fr 10:00 - 17:00, Sa - Su Closed"
Johnsonport Clinic,1507 Sheila Coves Suite 871,Johnsonport,CT,82257,8176396066,whitakerkatrina@example.net,http://www.ross.net/,"Mo - Fr 9:00 - 16:00, Sa - Su Closed"
Mooreburgh Medical,627 Johnson Trafficway,Mooreburgh,TN,25474,5258091991,foxwilliam@example.com,https://www.garcia-richards.org/,"Mo - Fr 9:00 - 19:00, Sa - Su Closed"
New Richard Memorial Hospital,52713 Vincent Throughway Suite 714,New Richard,GU,95860,6463837050,jeffrey23@example.com,http://www.brewer-pierce.com/,Mo - Su 7:00 - 19:00
Lake David University Medical Group,40789 Patricia Shores,Lake David,MD,48624,8623602386,terri12@example.org,http://www.oconnor-miller.com/,Mo - Su 7:00 - 16:00
West Diana Health,71604 Novak Trail Suite 931,West Diana,VT,90359,6686050671,qdougherty@example.com,http://www.scott.com/,"Mo - Fr 10:00 - 17:00, Sa - Su Closed"
Brooksmouth Memorial Hospital,599 Amber Vista Apt. 903,Brooksmouth,SC,07211,6869945891,stevenliu@example.com,http://www.clayton-bell.com/,"Mo - Fr 10:00 - 19:00, Sa - Su Closed"
Sharpshire Health Center,4249 Lisa Mission Suite 713,Sharpshire,IA,05597,1322875422,mcdonaldjames@example.com,http://francis.info/,"Mo - Fr 7:00 - 19:00, Sa - Su Closed"
West Michele Health Center,7042 Darren Island,West Michele,HI,33783,5516911395,lindagreen@example.org,https://www.franklin.com/,"Mo - Fr 10:00 - 18:00, Sa - Su Closed"
North Pamelafurt Medical Clinic,098 Lee Squares,North Pamelafurt,AL,26696,4059153818,qallen@example.net,https://vaughn.biz/,"Mo - Fr 10:00 - 19:00, Sa - Su Closed"
South Tyler Group,784 White Road,South Tyler,IL,93022,6664820322,poncejeremy@example.com,https://www.bennett-powell.biz/,"Mo - Fr 9:00 - 16:00, Sa - Su Closed"
North Caitlynburgh Medical Clinic,48022 James Burgs Suite 564,North Caitlynburgh,AZ,73645,7930076030,glennsamuel@example.org,http://www.cross-henderson.com/,Mo - Su 9:00 - 19:00
Melvinchester Medical Center,6202 Glover Station Apt. 790,Melvinchester,PW,07540,4654413826,thorntoneric@example.org,https://www.rocha.com/,"Mo - Fr 7:00 - 18:00, Sa - Su Closed"
New Nicoleland University Medical Group,769 Thomas Rapids,New Nicoleland,OR,80091,7625025257,marcuspark@example.com,https://www.morrison.com/,Mo - Su 8:00 - 16:00
New Seanburgh Group,735 Anthony Camp,New Seanburgh,MD,41686,5309998192,tnichols@example.net,http://www.taylor.info/,Mo - Su 9:00 - 19:00
Jonesberg Health Center,55281 Elizabeth Isle Suite 211,Jonesberg,IA,97385,7675801425,davisthomas@example.net,https://www.hill.biz/,Mo - Su 9:00 - 19:00
Lake Jefferyside Memorial Hospital,751 Melissa Rest,Lake Jefferyside,MT,64169,1987691125,phansen@example.net,http://www.watson-lee.com/,Mo - Su 8:00 - 19:00
North Tammy University Medical Group,9813 Janet Lights Apt. 135,North Tammy,PA,75103,5388028143,robin29@example.com,https://hernandez-monroe.com/,Mo - Su 8:00 - 17:00
Andrewberg Clinic,16640 Michelle Estate,Andrewberg,MA,23529,4671122324,sylvia02@example.net,https://lambert.org/,Mo - Su 8:00 - 18:00
Longmouth Medical Center,41511 Alyssa Fall Apt. 985,Longmouth,LA,11125,3112742640,acevedopaul@example.net,https://www.johnson.org/,"Mo - Fr 10:00 - 17:00, Sa - Su Closed"
East Stephenborough Medical Clinic,8428 Brittany Bridge Suite 675,East Stephenborough,MT,00740,3771746093,castillojose@example.net,https://hansen-brown.com/,Mo - Su 7:00 - 16:00
Annemouth Medical Clinic,6157 Todd Square,Annemouth,PR,18522,5780788893,shawkimberly@example.com,https://torres.biz/,"Mo - Fr 7:00 - 16:00, Sa - Su Closed"
South Maryville Clinic,378 Roger Lane,South Maryville,NM,84033,5920068570,austincruz@example.org,http://www.peters.com/,Mo - Su 8:00 - 16:00
Brandifort Medical,7640 Timothy Freeway Apt. 826,Brandifort,ME,87928,6500806492,philip42@example.org,http://www.thompson.info/,Mo - Su 10:00 - 17:00
Pamelaport Health Center,608 Ellis Walks Apt. 235,Pamelaport,CA,71280,9819259026,ohuff@example.com,http://www.ali.net/,Mo - Su 7:00 - 16:00
Lake Loriside University Medical Group,57212 Poole Branch,Lake Loriside,VT,19468,3143441922,jenningsgeorge@example.com,https://www.austin.com/,Mo - Su 9:00 - 17:00
Khanshire Clinic,35479 Denise Ford Suite 169,Khanshire,VA,57458,2434866653,brendamatthews@example.net,http://hill-hendricks.com/,"Mo - Fr 8:00 - 18:00, Sa - Su Closed"
New Allen Medical,9906 Wong Run Suite 377,New Allen,CA,64544,6740808052,brittanynelson@example.com,http://prince.com/,Mo - Su 10:00 - 16:00
Mikeville University Medical Group,7347 Jason Pike,Mikeville,OH,90575,7853383187,freemankenneth@example.org,http://carlson-johnson.com/,"Mo - Fr 9:00 - 17:00, Sa - Su Closed"
Steinfort Memorial Hospital,49682 Woodard Cliffs,Steinfort,RI,63768,8433738682,williamgreen@example.com,https://wheeler-hanson.biz/,"Mo - Fr 9:00 - 17:00, Sa - Su Closed"
Christineburgh Memorial Hospital,4223 Jeremy Pines Suite 110,Christineburgh,ID,80212,2805940175,welchdaniel@example.com,https://www.smith.com/,Mo - Su 8:00 - 18:00
North Johnside Health,3523 Garza Hill Suite 724,North Johnside,NE,26849,1790978131,lynchjonathan@example.net,http://wagner.com/,Mo - Su 9:00 - 17:00
Cynthialand Medical,330 Melissa Radial,Cynthialand,NE,00727,9698129462,timothy56@example.com,http://www.lawrence-choi.com/,"Mo - Fr 9:00 - 17:00, Sa - Su Closed"
South Coltonmouth Memorial Hospital,15551 Jackson Coves Suite 158,South Coltonmouth,KS,91089,1884791460,munozgrant@example.com,http://smith-alvarez.com/,Mo - Su 7:00 - 18:00
North Christopherhaven Memorial Hospital,0108 Hall Views,North Christopherhaven,MP,97808,8738529984,utorres@example.net,http://www.mitchell-petersen.com/,"Mo - Fr 9:00 - 17:00, Sa - Su Closed"
